Order ID;Order Date;Ship Date;Ship Mode;Postal Code;Customer ID
CA-2018-105809;20/02/2018;23/02/2018;First Class;92105;HW-14935
CA-2017-136133;18/08/2017;23/08/2017;Second Class;10024;HW-14935
CA-2017-115504;12/03/2017;17/03/2017;Standard Class;71203;MC-18130
CA-2018-135783;22/04/2018;24/04/2018;First Class;94122;GM-14440
CA-2015-134313;01/11/2015;07/11/2015;Standard Class;80219;RA-19915
CA-2016-140921;03/02/2016;05/02/2016;First Class;68104;AA-10375
CA-2015-151995;13/10/2015;15/10/2015;First Class;98026;ZC-21910
CA-2018-143686;14/05/2018;14/05/2018;Same Day;92704;PJ-19015
CA-2016-106565;20/03/2016;23/03/2016;First Class;53209;BW-11110
CA-2017-149370;15/09/2017;19/09/2017;Standard Class;19140;DB-13210
CA-2015-140858;28/06/2015;02/07/2015;Standard Class;19140;CA-12775
CA-2018-101434;20/06/2018;27/06/2018;Standard Class;7109;TR-21325
US-2015-102071;09/05/2015;15/05/2015;Standard Class;94110;PG-18820
CA-2018-126956;21/08/2018;28/08/2018;Standard Class;55044;GT-14710
CA-2018-129462;16/06/2018;21/06/2018;Second Class;41042;JE-15745
CA-2017-165316;23/07/2017;27/07/2017;Standard Class;33614;JB-15400
US-2015-115987;08/09/2015;13/09/2015;Second Class;75701;LH-17020
US-2018-156083;04/11/2018;11/11/2018;Standard Class;38401;JL-15175
US-2017-137547;07/03/2017;12/03/2017;Standard Class;76106;EB-13705
CA-2016-100454;20/11/2016;25/11/2016;Standard Class;10035;BM-11650
CA-2017-161669;07/11/2017;09/11/2017;First Class;90036;EM-14095
CA-2016-114300;13/10/2016;17/10/2016;Standard Class;40214;AF-10885
CA-2018-107503;01/01/2018;06/01/2018;Standard Class;44052;GA-14725
CA-2015-107755;07/02/2015;12/02/2015;Standard Class;7036;CK-12760
CA-2017-152534;20/06/2017;25/06/2017;Second Class;93905;DP-13105
CA-2017-113747;28/05/2017;04/06/2017;Standard Class;39212;VD-21670
CA-2017-123274;19/02/2017;24/02/2017;Standard Class;10035;GT-14710
CA-2015-125612;03/08/2015;08/08/2015;Standard Class;10035;BK-11260
CA-2018-161984;10/04/2018;15/04/2018;Standard Class;8901;SJ-20125
CA-2015-133851;09/06/2015;16/06/2015;Standard Class;94122;CM-12445
CA-2017-134474;05/01/2017;07/01/2017;Second Class;32216;AJ-10795
CA-2015-149020;10/01/2015;15/01/2015;Standard Class;22153;AJ-10780
CA-2017-134362;29/09/2017;02/10/2017;First Class;19140;LS-16945
CA-2015-136742;06/04/2015;10/04/2015;Standard Class;17602;GP-14740
CA-2017-158099;03/09/2017;05/09/2017;First Class;19143;PK-18910
CA-2016-131128;19/10/2016;20/10/2016;First Class;3301;TB-21520
CA-2015-148488;10/12/2015;15/12/2015;Standard Class;10009;SM-20005
CA-2018-114636;25/08/2018;29/08/2018;Standard Class;28205;GA-14725
CA-2017-116736;17/01/2017;21/01/2017;Standard Class;3301;CC-12430
US-2015-158638;17/09/2015;21/09/2015;Standard Class;19120;AG-10765
CA-2018-111689;30/11/2018;02/12/2018;Second Class;10024;HP-14815
CA-2016-129098;09/10/2016;13/10/2016;Standard Class;22153;DK-13090
US-2018-123463;23/12/2018;23/12/2018;Same Day;94109;GZ-14470
CA-2017-165148;22/10/2017;24/10/2017;First Class;48227;PM-19135
CA-2015-134061;29/04/2015;04/05/2015;Standard Class;14609;LL-16840
CA-2016-143602;25/04/2016;28/04/2016;Second Class;90045;JS-15595
CA-2018-115364;26/06/2018;02/07/2018;Standard Class;92105;OT-18730
CA-2018-150707;14/10/2018;19/10/2018;Standard Class;21044;EL-13735
CA-2015-104976;09/12/2015;16/12/2015;Standard Class;94122;CK-12760
CA-2018-132934;20/06/2018;26/06/2018;Standard Class;10801;JE-15475
CA-2018-133256;26/06/2018;27/06/2018;First Class;48227;TH-21550
CA-2017-105494;10/11/2017;12/11/2017;First Class;94122;PC-18745
CA-2017-140634;03/10/2017;06/10/2017;Second Class;77095;HL-15040
CA-2015-144407;09/09/2015;15/09/2015;Standard Class;48227;MS-17365
CA-2018-160983;29/10/2018;31/10/2018;Second Class;13021;GB-14530
US-2017-114622;10/04/2017;12/04/2017;First Class;45503;JR-16210
CA-2018-150959;11/11/2018;13/11/2018;First Class;75043;TD-20995
CA-2018-132353;15/09/2018;17/09/2018;First Class;60653;DB-13060
CA-2017-130477;08/04/2017;12/04/2017;Standard Class;90032;LC-17140
CA-2018-143259;30/12/2018;03/01/2019;Standard Class;10009;PO-18865
CA-2018-137596;02/09/2018;07/09/2018;Standard Class;49201;BE-11335
CA-2016-133627;31/05/2016;07/06/2016;Standard Class;6360;SC-20050
CA-2018-102519;27/11/2018;29/11/2018;First Class;53209;BM-11650
US-2015-141215;15/06/2015;21/06/2015;Standard Class;78207;KL-16555
CA-2017-165218;05/03/2017;11/03/2017;Standard Class;75220;RW-19630
CA-2015-138296;05/12/2015;12/12/2015;Standard Class;22304;RC-19825
CA-2016-111164;11/04/2016;15/04/2016;Standard Class;10009;SE-20110
CA-2017-149797;15/09/2017;20/09/2017;Standard Class;10011;AH-10075
CA-2015-132962;13/09/2015;16/09/2015;First Class;19143;JM-15535
CA-2016-115091;05/10/2016;09/10/2016;Standard Class;22153;JJ-15760
CA-2018-144932;14/04/2018;17/04/2018;First Class;43615;AB-10165
CA-2018-114216;02/09/2018;06/09/2018;Standard Class;19140;RK-19300
CA-2017-140081;20/06/2017;24/06/2017;Standard Class;19120;CG-12040
US-2018-111745;05/11/2018;06/11/2018;First Class;87401;RA-19885
CA-2016-148250;13/12/2016;17/12/2016;Standard Class;92503;RP-19270
CA-2017-105760;19/06/2017;20/06/2017;First Class;94110;KC-16255
CA-2017-142958;13/12/2017;20/12/2017;Standard Class;90503;RW-19630
CA-2016-120880;29/05/2016;03/06/2016;Standard Class;98105;JL-15850
US-2016-140200;26/07/2016;28/07/2016;First Class;85204;CA-12775
US-2018-110576;28/11/2018;02/12/2018;Standard Class;19120;RB-19795
CA-2018-131156;03/04/2018;07/04/2018;Standard Class;19143;KH-16360
CA-2018-136539;28/12/2018;01/01/2019;Standard Class;78664;GH-14665
CA-2018-119305;30/11/2018;04/12/2018;Standard Class;39212;SW-20275
CA-2018-102414;15/05/2018;18/05/2018;Second Class;85023;JA-15970
CA-2016-112571;22/09/2016;22/09/2016;Same Day;92054;DL-12925
CA-2018-152142;14/11/2018;19/11/2018;Standard Class;94110;LW-16990
CA-2016-160059;27/11/2016;01/12/2016;Standard Class;72701;TB-21190
CA-2017-120859;01/09/2017;04/09/2017;First Class;94110;CV-12805
CA-2015-127488;22/09/2015;24/09/2015;Second Class;33433;MS-17365
CA-2018-135279;09/04/2018;11/04/2018;First Class;10011;BS-11800
CA-2015-115791;16/01/2015;18/01/2015;Second Class;19134;DL-13315
US-2018-103247;05/10/2018;08/10/2018;Second Class;10011;PO-19195
US-2018-100209;09/07/2018;15/07/2018;Standard Class;97206;TD-20995
CA-2018-159366;07/01/2018;10/01/2018;First Class;48205;BW-11110
CA-2017-145499;30/05/2017;31/05/2017;First Class;28403;RW-19690
CA-2016-157035;09/12/2016;12/12/2016;First Class;47201;KB-16600
CA-2017-144939;03/10/2017;08/10/2017;Standard Class;10035;EB-13870
CA-2015-163419;11/11/2015;14/11/2015;Second Class;80027;TZ-21580
CA-2018-100314;29/09/2018;05/10/2018;Standard Class;77506;AS-10630
CA-2016-146829;10/03/2016;10/03/2016;Same Day;77041;TS-21340
CA-2018-167899;21/05/2018;26/05/2018;Standard Class;13021;JG-15805
CA-2016-153549;29/03/2016;31/03/2016;Second Class;32216;SL-20155
CA-2017-110023;09/09/2017;11/09/2017;First Class;10024;TS-21610
CA-2017-105585;26/08/2017;27/08/2017;First Class;95123;RF-19735
CA-2015-117639;21/05/2015;25/05/2015;Standard Class;23464;MW-18235
CA-2016-162537;28/10/2016;03/11/2016;Standard Class;42420;RD-19585
CA-2017-155488;13/11/2017;17/11/2017;Standard Class;98661;FM-14290
CA-2016-124891;31/07/2016;31/07/2016;Same Day;10024;RH-19495
CA-2016-126445;27/08/2016;31/08/2016;Standard Class;92563;RA-19945
CA-2016-111199;13/11/2016;17/11/2016;Standard Class;28540;JK-15730
CA-2016-105312;06/11/2016;09/11/2016;First Class;85254;MT-17815
US-2018-106705;26/12/2018;01/01/2019;Standard Class;52601;PO-18850
CA-2018-135034;01/08/2018;03/08/2018;First Class;60653;AT-10735
CA-2015-158540;24/11/2015;26/11/2015;First Class;92037;VG-21790
CA-2018-118437;17/06/2018;21/06/2018;Second Class;98502;PF-19165
US-2016-126214;21/12/2016;24/12/2016;Second Class;98103;JS-15880
CA-2016-133025;17/09/2016;19/09/2016;Second Class;90036;MO-17800
CA-2016-108665;06/07/2016;10/07/2016;Standard Class;10011;KM-16225
CA-2016-124450;27/04/2016;03/05/2016;Standard Class;20016;GT-14710
CA-2016-167269;16/06/2016;20/06/2016;Standard Class;19134;PB-19150
CA-2018-106964;17/12/2018;20/12/2018;First Class;90045;HR-14770
CA-2017-126529;11/01/2017;13/01/2017;Second Class;45503;DE-13255
CA-2015-163552;11/07/2015;15/07/2015;Standard Class;7601;LA-16780
CA-2017-109820;20/11/2017;22/11/2017;First Class;45231;AG-10390
CA-2017-113061;22/04/2017;26/04/2017;Standard Class;65109;EL-13735
CA-2016-127418;13/06/2016;14/06/2016;First Class;90004;JJ-15445
CA-2018-121818;20/11/2018;21/11/2018;First Class;27217;JH-15430
CA-2017-127670;20/03/2017;24/03/2017;Standard Class;63376;RD-19660
CA-2017-102981;06/09/2017;09/09/2017;Second Class;10035;MO-17500
CA-2018-115651;09/07/2018;12/07/2018;First Class;60610;NS-18640
CA-2018-152702;12/10/2018;16/10/2018;Standard Class;61107;SN-20710
CA-2017-169103;08/03/2017;13/03/2017;Standard Class;33142;ZC-21910
CA-2015-139192;27/05/2015;01/06/2015;Second Class;94109;LC-16885
US-2016-153500;03/07/2016;05/07/2016;First Class;19134;DG-13300
CA-2016-110667;04/04/2016;08/04/2016;Standard Class;10009;NF-18595
CA-2018-167150;10/12/2018;17/12/2018;Standard Class;92037;BP-11185
CA-2017-105284;24/11/2017;01/12/2017;Standard Class;19143;MG-17650
US-2016-125374;23/03/2016;29/03/2016;Standard Class;77095;JD-16060
CA-2016-161263;16/04/2016;21/04/2016;Standard Class;43615;TS-21160
CA-2017-157686;01/10/2017;02/10/2017;First Class;94122;BD-11620
US-2018-139955;28/09/2018;30/09/2018;Second Class;78521;CM-12160
US-2016-150161;25/07/2016;29/07/2016;Standard Class;19143;RB-19795
CA-2016-144652;20/11/2016;26/11/2016;Standard Class;90008;SN-20560
CA-2017-152814;28/04/2017;02/05/2017;Standard Class;80219;EH-14005
CA-2018-106943;14/11/2018;19/11/2018;Standard Class;10035;FO-14305
CA-2017-134348;12/11/2017;19/11/2017;Standard Class;85204;MS-17710
CA-2017-161781;29/09/2017;30/09/2017;First Class;47201;CC-12100
CA-2018-132521;23/09/2018;25/09/2018;Second Class;98105;DW-13540
CA-2016-110016;29/11/2016;04/12/2016;Standard Class;48227;BT-11395
US-2017-143819;01/03/2017;05/03/2017;Standard Class;10701;KD-16270
CA-2017-167584;12/08/2017;12/08/2017;Same Day;50315;LC-16870
CA-2017-166163;15/08/2017;20/08/2017;Second Class;94601;CY-12745
CA-2018-158407;04/06/2018;10/06/2018;Standard Class;28110;LW-16990
CA-2016-143490;06/12/2016;13/12/2016;Standard Class;92105;NP-18325
CA-2016-165085;27/12/2016;31/12/2016;Standard Class;20735;BT-11485
CA-2018-160423;21/01/2018;26/01/2018;Standard Class;28205;PS-19045
CA-2015-159338;25/06/2015;28/06/2015;First Class;90049;NS-18640
CA-2017-107216;14/06/2017;17/06/2017;First Class;94122;PV-18985
US-2018-145863;21/04/2018;27/04/2018;Standard Class;77041;RP-19390
CA-2017-112340;21/10/2017;27/10/2017;Standard Class;92503;NM-18520
US-2017-110156;19/11/2017;24/11/2017;Standard Class;77041;EH-13945
CA-2018-140585;18/12/2018;23/12/2018;Second Class;92024;RA-19915
CA-2017-144855;22/07/2017;24/07/2017;Second Class;94110;DL-13495
CA-2016-142755;04/09/2016;08/09/2016;Standard Class;30076;CS-12355
US-2015-147627;20/01/2015;26/01/2015;Standard Class;72401;HL-15040
CA-2016-105970;02/03/2016;07/03/2016;Standard Class;47374;PA-19060
CA-2017-112102;12/04/2017;16/04/2017;Standard Class;22153;BD-11605
US-2017-114776;06/12/2017;07/12/2017;First Class;94509;GG-14650
US-2017-134908;05/06/2017;09/06/2017;Standard Class;19134;JS-15940
US-2017-148803;11/12/2017;11/12/2017;Same Day;33030;LR-16915
CA-2017-152170;12/11/2017;15/11/2017;Second Class;46350;FH-14275
CA-2015-146969;29/09/2015;03/10/2015;Standard Class;90045;AP-10915
CA-2016-112452;04/04/2016;04/04/2016;Same Day;48911;NC-18340
CA-2016-113971;08/05/2016;14/05/2016;Standard Class;44221;CB-12535
CA-2017-160395;31/12/2017;06/01/2018;Standard Class;89502;KL-16555
CA-2015-136567;20/12/2015;21/12/2015;First Class;22801;PS-19045
CA-2017-149314;02/07/2017;07/07/2017;Second Class;90004;GB-14530
CA-2018-147039;29/06/2018;04/07/2018;Standard Class;55407;AA-10315
CA-2015-126522;01/09/2015;05/09/2015;Second Class;92025;LT-16765
CA-2015-127964;03/03/2015;08/03/2015;Standard Class;10035;AP-10720
CA-2015-117709;04/05/2015;08/05/2015;Standard Class;49201;PM-18940
CA-2016-125416;02/11/2016;02/11/2016;Same Day;98115;KC-16540
CA-2018-145226;08/12/2018;10/12/2018;Second Class;10035;DL-13315
US-2015-100279;10/03/2015;14/03/2015;Standard Class;48073;SW-20275
CA-2015-158064;21/04/2015;25/04/2015;Standard Class;90008;AA-10375
US-2016-104430;22/10/2016;26/10/2016;Standard Class;61701;LT-17110
CA-2016-132080;22/08/2016;25/08/2016;First Class;10035;DP-13105
CA-2017-161207;29/08/2017;03/09/2017;Standard Class;3301;AB-10060
CA-2015-120243;27/12/2015;30/12/2015;Second Class;90004;AT-10435
CA-2017-113621;01/12/2017;05/12/2017;Standard Class;20852;JE-15745
CA-2017-168081;24/04/2017;27/04/2017;Second Class;77070;CA-12055
CA-2015-128146;21/06/2015;25/06/2015;Standard Class;8701;DB-13060
CA-2018-138779;14/01/2018;15/01/2018;First Class;28540;RB-19570
CA-2015-127131;24/11/2015;30/11/2015;Standard Class;98103;HR-14830
CA-2018-117212;26/02/2018;28/02/2018;Second Class;90036;BT-11530
US-2016-130519;15/09/2016;15/09/2016;Same Day;33065;NG-18355
CA-2017-130946;08/04/2017;12/04/2017;Standard Class;77041;ZC-21910
CA-2017-114727;18/07/2017;24/07/2017;Standard Class;80219;LS-16945
CA-2018-133235;01/08/2018;04/08/2018;First Class;28205;LH-16750
CA-2017-137050;14/07/2017;18/07/2017;Second Class;10009;SW-20755
US-2018-118087;09/09/2018;13/09/2018;Standard Class;19134;SP-20620
CA-2015-110184;12/07/2015;16/07/2015;Standard Class;90036;BF-11170
CA-2017-126004;04/12/2017;05/12/2017;First Class;10024;BM-11140
CA-2018-100013;06/11/2018;11/11/2018;Standard Class;90045;ZC-21910
CA-2016-132570;31/10/2016;02/11/2016;Second Class;14215;KT-16480
CA-2017-153682;30/05/2017;01/06/2017;First Class;45231;BG-11695
CA-2017-144344;28/10/2017;28/10/2017;Same Day;33437;PG-18820
CA-2015-127012;11/08/2015;15/08/2015;Standard Class;98105;GM-14680
CA-2017-128727;29/08/2017;04/09/2017;Standard Class;10024;MO-17800
US-2017-162859;15/02/2017;22/02/2017;Standard Class;10009;PG-18820
CA-2018-133641;14/05/2018;21/05/2018;Standard Class;39503;EJ-14155
CA-2015-168494;12/12/2015;14/12/2015;Second Class;93727;NP-18700
CA-2018-115602;18/12/2018;24/12/2018;Standard Class;10009;DJ-13630
CA-2016-154956;04/07/2016;09/07/2016;Standard Class;53209;IM-15070
CA-2018-144638;10/03/2018;14/03/2018;Standard Class;19013;MH-18115
US-2017-168620;24/12/2017;28/12/2017;Second Class;28205;RB-19795
CA-2018-117079;23/10/2018;27/10/2018;Standard Class;32216;JR-15700
US-2017-144393;28/10/2017;04/11/2017;Standard Class;27834;SM-20950
CA-2018-105053;07/07/2018;09/07/2018;Second Class;11561;CS-12355
CA-2017-155992;01/10/2017;02/10/2017;First Class;46350;CC-12220
CA-2018-110380;02/09/2018;07/09/2018;Standard Class;94122;PF-19225
US-2015-167738;24/12/2015;29/12/2015;Standard Class;90045;JC-16105
CA-2018-121412;23/09/2018;27/09/2018;Standard Class;80027;BG-11695
CA-2018-100426;04/06/2018;08/06/2018;Standard Class;35630;DC-12850
US-2017-103646;21/04/2017;26/04/2017;Standard Class;60623;SP-20545
CA-2017-119186;26/05/2017;26/05/2017;Same Day;76106;MS-17710
CA-2017-148698;02/05/2017;07/05/2017;Standard Class;77070;BD-11770
CA-2015-163293;08/09/2015;11/09/2015;First Class;31204;KC-16255
CA-2017-160815;05/09/2017;06/09/2017;First Class;52402;TR-21325
CA-2018-122154;09/04/2018;11/04/2018;First Class;32216;SA-20830
US-2016-149692;06/12/2016;12/12/2016;Standard Class;78745;KW-16435
CA-2017-119445;26/06/2017;03/07/2017;Standard Class;2908;GM-14500
CA-2016-124268;04/07/2016;08/07/2016;Standard Class;10035;AD-10180
CA-2017-154711;22/11/2017;26/11/2017;Standard Class;10009;TB-21355
CA-2017-163384;10/11/2017;12/11/2017;First Class;94122;CC-12430
CA-2016-101707;27/08/2016;01/09/2016;Standard Class;92105;PF-19165
CA-2016-138898;25/05/2016;29/05/2016;Standard Class;81001;JH-16180
CA-2018-115427;30/12/2018;03/01/2019;Standard Class;94533;EB-13975
CA-2017-134425;08/12/2017;12/12/2017;Second Class;55106;QJ-19255
CA-2016-121391;04/10/2016;07/10/2016;First Class;94109;AA-10315
CA-2017-137043;23/12/2017;25/12/2017;Second Class;22153;LC-17140
CA-2016-115847;19/09/2016;24/09/2016;Second Class;22204;TC-21535
US-2018-126179;03/07/2018;07/07/2018;Standard Class;31907;CS-12460
CA-2017-101966;14/07/2017;16/07/2017;Second Class;77036;BM-11785
CA-2017-141397;20/06/2017;21/06/2017;First Class;91104;RC-19825
CA-2017-141082;09/12/2017;13/12/2017;Standard Class;1841;FM-14380
US-2017-134488;24/09/2017;01/10/2017;Standard Class;43229;PK-19075
CA-2017-145919;18/12/2017;23/12/2017;Standard Class;90032;HG-14965
CA-2018-157651;10/12/2018;14/12/2018;Standard Class;19120;HA-14920
CA-2015-160773;01/07/2015;05/07/2015;Standard Class;32725;LW-16825
CA-2018-167703;03/02/2018;08/02/2018;Standard Class;45231;MC-17575
CA-2018-121804;03/03/2018;08/03/2018;Standard Class;42071;LP-17095
CA-2018-162635;09/10/2018;10/10/2018;First Class;28403;EB-14170
CA-2015-107153;28/09/2015;03/10/2015;Standard Class;1841;GZ-14545
US-2015-117058;27/05/2015;30/05/2015;First Class;60653;LE-16810
CA-2016-120439;14/06/2016;18/06/2016;Standard Class;19120;AD-10180
CA-2017-128258;30/03/2017;01/04/2017;First Class;6360;CP-12085
CA-2018-106033;15/10/2018;18/10/2018;Second Class;94110;FG-14260
CA-2017-142762;23/05/2017;27/05/2017;Standard Class;94109;LD-17005
CA-2018-127705;02/06/2018;06/06/2018;Standard Class;44052;AB-10255
CA-2015-122567;16/02/2015;21/02/2015;Standard Class;75220;MN-17935
CA-2015-121664;06/05/2015;10/05/2015;Standard Class;90049;HP-14815
CA-2017-122133;16/05/2017;23/05/2017;Standard Class;6457;JR-15670
US-2018-123281;02/04/2018;07/04/2018;Standard Class;90008;JF-15190
CA-2018-100524;31/03/2018;02/04/2018;Second Class;10011;CM-12115
CA-2018-113481;02/01/2018;04/01/2018;First Class;28540;AS-10045
CA-2016-131758;28/05/2016;01/06/2016;Standard Class;11520;KB-16315
CA-2015-118339;17/03/2015;24/03/2015;Standard Class;55044;BN-11515
CA-2015-153976;03/10/2015;08/10/2015;Second Class;60201;BP-11290
CA-2017-162901;28/03/2017;31/03/2017;First Class;22204;AS-10045
CA-2018-162978;04/05/2018;09/05/2018;Standard Class;94109;LW-16990
US-2015-160444;05/07/2015;05/07/2015;Same Day;77036;DC-12850
CA-2017-145247;05/05/2017;07/05/2017;First Class;40214;ND-18370
CA-2018-160045;26/04/2018;27/04/2018;First Class;76106;LB-16735
US-2015-151925;26/09/2015;01/10/2015;Second Class;90049;KT-16465
CA-2018-125199;19/10/2018;25/10/2018;Standard Class;19120;HM-14860
US-2018-155425;10/11/2018;11/11/2018;First Class;85705;AB-10600
CA-2018-133249;08/07/2018;11/07/2018;First Class;90660;SZ-20035
US-2016-103471;24/12/2016;28/12/2016;Standard Class;80906;JR-15670
CA-2018-136672;07/03/2018;12/03/2018;Standard Class;20735;MG-17890
US-2015-157021;01/04/2015;06/04/2015;Second Class;94591;KM-16720
CA-2016-120362;14/09/2016;19/09/2016;Standard Class;84604;CA-12265
CA-2015-126361;04/08/2015;09/08/2015;Second Class;84062;VD-21670
US-2017-100566;03/09/2017;09/09/2017;Standard Class;60505;JK-16120
US-2017-108504;05/02/2017;05/02/2017;Same Day;30080;PP-18955
CA-2018-124828;03/07/2018;04/07/2018;First Class;27217;YS-21880
US-2018-117247;09/10/2018;14/10/2018;Standard Class;60505;CK-12760
CA-2017-124485;24/11/2017;26/11/2017;First Class;10035;NC-18340
CA-2017-159212;01/11/2017;05/11/2017;Standard Class;24153;KM-16375
US-2017-161396;19/04/2017;25/04/2017;Standard Class;43229;GM-14455
US-2015-118486;06/04/2015;08/04/2015;First Class;19143;SD-20485
CA-2017-130407;02/09/2017;06/09/2017;Standard Class;10024;KD-16270
US-2017-122245;25/09/2017;30/09/2017;Standard Class;85023;AB-10105
CA-2018-105144;04/11/2018;11/11/2018;Standard Class;75051;SZ-20035
CA-2017-136329;09/07/2017;13/07/2017;Standard Class;10035;JD-15895
CA-2015-146640;30/06/2015;05/07/2015;Standard Class;10024;HA-14905
CA-2018-115994;28/01/2018;31/01/2018;Second Class;92627;BT-11305
CA-2016-126697;21/09/2016;24/09/2016;First Class;77041;SV-20815
CA-2016-124800;26/09/2016;30/09/2016;Standard Class;85204;RW-19540
US-2016-164448;31/10/2016;04/11/2016;Second Class;93905;DK-12835
